id,firm_id,car_name,year,cy,dr,at,ps,air,drv,wt,dom,disp,hp,lng,wdt,wb,car_size,mpg,mpd,dpm,p_real,num_hh,hp2wt,hh_id
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,546
9,1,TYCORO,1990,4,4,0,0,0,1,2.3900001,0,1.6,1.02,170.3,65.199997,95.699997,1.110356,2.8,3.1439862,3.1806755,6.693191099999999,94312000,4.2677822,547
5,1,TYCELI,1990,4,2,0,1,0,1,2.5,0,1.6,1.03,176.0,67.099998,99.400002,1.1809598999999997,2.8,3.1439862,3.1806755,9.3863802,94312000,4.1199999,548
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,549
64,2,NI300Z,1990,6,2,0,1,1,0,3.2190001,0,3.0,2.22,169.5,70.5,96.5,1.194975,1.8,2.0211341,4.9477177,21.346598,94312000,6.8965516000000004,550
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,551
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,552
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,553
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,554
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,555
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,556
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,557
74,3,HDACCO,1990,4,2,0,1,0,1,2.7379999,0,2.2,1.25,184.8,67.900002,107.1,1.2547921,2.4000001,2.6948453999999997,3.7107879999999995,9.292272599999999,94312000,4.5653763,558
64,2,NI300Z,1990,6,2,0,1,1,0,3.2190001,0,3.0,2.22,169.5,70.5,96.5,1.194975,1.8,2.0211341,4.9477177,21.346598,94312000,6.8965516000000004,559
445,18,MCTOPA,1990,4,2,0,1,0,1,2.602,1,2.3,0.98000002,177.0,68.300003,99.900002,1.2089101,2.3,2.5825603,3.8721267999999998,7.6564646,94312000,3.7663336000000003,560
390,18,FDESCO,1990,4,2,0,0,0,1,2.2420001,1,1.9,0.89999998,169.39999,65.900002,94.199997,1.1163459999999998,3.2,3.5931273,2.7830911,5.6633515,94312000,4.014273200000001,561
31,1,TYTERC,1990,4,2,0,0,0,1,2.02,0,1.5,0.77999997,166.7,64.0,93.699997,1.0668799999999998,3.0999999,3.4808419,2.8728681000000003,4.9640403,94312000,3.8613861000000003,562
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,563
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,564
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,565
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,566
100,5,SBJUST,1990,4,2,0,0,0,1,1.8200001000000001,0,1.2,0.73000002,145.5,60.400002,90.0,0.87882,3.3,3.7054123999999997,2.6987547999999997,4.488141099999999,94312000,4.0109892,567
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,568
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,569
64,2,NI300Z,1990,6,2,0,1,1,0,3.2190001,0,3.0,2.22,169.5,70.5,96.5,1.194975,1.8,2.0211341,4.9477177,21.346598,94312000,6.8965516000000004,570
329,16,DGCOLT,1990,4,2,0,0,0,1,2.194,1,1.5,0.81,158.7,65.699997,93.900002,1.0426589,3.0999999,3.4808419,2.8728681000000003,5.241775,94312000,3.6918869,571
69,3,ACINTE,1990,4,2,0,1,0,1,2.549,0,1.8,1.3,172.89999,67.400002,100.4,1.165346,2.0999999,2.3579898,4.2409004999999995,9.1430769,94312000,5.100039,572
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,573
258,12,PS944,1990,4,2,0,1,1,0,2.9979999,0,3.0,2.0799999,168.89999,68.300003,94.5,1.1535870000000001,2.5999999,2.919416,3.4253426,32.058151,94312000,6.9379587,574
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,575
266,13,ISIMPU,1990,4,2,0,1,0,1,2.411,0,1.6,1.3,166.0,66.699997,96.5,1.1072198999999998,2.5999999,2.919416,3.4253426,9.180566800000001,94312000,5.3919535000000005,576
31,1,TYTERC,1990,4,2,0,0,0,1,2.02,0,1.5,0.77999997,166.7,64.0,93.699997,1.0668799999999998,3.0999999,3.4808419,2.8728681000000003,4.9640403,94312000,3.8613861000000003,577
82,4,MZ323,1990,4,2,0,0,0,1,2.2379999,0,1.6,0.81999999,163.60001,65.699997,96.5,1.0748520000000001,2.9000001,3.2562716,3.070997,5.0489669,94312000,3.6639857000000005,578
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,579
61,2,INQ45,1990,8,4,1,1,1,0,3.95,0,4.5,2.78,199.8,71.900002,113.2,1.4365621000000002,1.6,1.7965636000000003,5.5661821,29.074219,94312000,7.037974799999999,580
75,3,HDCIVI,1990,4,2,0,0,0,1,2.1270001,0,1.5,0.69999999,157.10001,66.300003,98.400002,1.0415729999999999,3.3,3.7054123999999997,2.6987547999999997,5.0765114,94312000,3.2910202000000006,581
566,21,HYEXCE,1990,4,2,0,0,0,1,2.04,0,1.5,0.81,161.39999,63.200001,93.900002,1.020048,2.9000001,3.2562716,3.070997,4.513389599999999,94312000,3.9705882000000003,582
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,583
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,584
100,5,SBJUST,1990,4,2,0,0,0,1,1.8200001000000001,0,1.2,0.73000002,145.5,60.400002,90.0,0.87882,3.3,3.7054123999999997,2.6987547999999997,4.488141099999999,94312000,4.0109892,585
100,5,SBJUST,1990,4,2,0,0,0,1,1.8200001000000001,0,1.2,0.73000002,145.5,60.400002,90.0,0.87882,3.3,3.7054123999999997,2.6987547999999997,4.488141099999999,94312000,4.0109892,586
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,587
100,5,SBJUST,1990,4,2,0,0,0,1,1.8200001000000001,0,1.2,0.73000002,145.5,60.400002,90.0,0.87882,3.3,3.7054123999999997,2.6987547999999997,4.488141099999999,94312000,4.0109892,588
151,7,VWGOLF,1990,4,2,0,0,0,1,2.22,0,1.8,1.0,158.0,65.5,97.300003,1.0349,2.5,2.8071306000000003,3.5623565000000004,6.6526394,94312000,4.5045047,589
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,590
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,591
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,592
570,22,JGXJ6,1990,6,4,1,1,1,0,3.9030001000000003,0,4.0,2.23,196.39999,78.900002,113.0,1.549596,1.7,1.9088488999999997,5.2387595000000005,30.374901,94312000,5.713553900000001,593
65,2,NIMAXI,1990,6,4,0,1,1,1,3.0860000000000003,0,3.0,1.6,187.60001,69.300003,104.3,1.3000681,2.0,2.2457043999999997,4.4529457,13.694720000000002,94312000,5.1847053,594
100,5,SBJUST,1990,4,2,0,0,0,1,1.8200001000000001,0,1.2,0.73000002,145.5,60.400002,90.0,0.87882,3.3,3.7054123999999997,2.6987547999999997,4.488141099999999,94312000,4.0109892,595
100,5,SBJUST,1990,4,2,0,0,0,1,1.8200001000000001,0,1.2,0.73000002,145.5,60.400002,90.0,0.87882,3.3,3.7054123999999997,2.6987547999999997,4.488141099999999,94312000,4.0109892,596
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,597
544,19,PTGRAN-1990,1990,4,2,1,1,1,1,3.1889998999999998,1,2.3,1.6,194.5,71.900002,107.5,1.398455,2.2,2.4702749,4.0481324,11.143075999999999,94312000,5.0172467,598
88,4,MZMX5M,1990,4,2,0,0,0,0,2.1819999,0,1.6,1.16,155.39999,65.900002,89.199997,1.024086,2.5,2.8071306000000003,3.5623565000000004,10.558530000000001,94312000,5.3162236,599
329,16,DGCOLT,1990,4,2,0,0,0,1,2.194,1,1.5,0.81,158.7,65.699997,93.900002,1.0426589,3.0999999,3.4808419,2.8728681000000003,5.241775,94312000,3.6918869,600
544,19,PTGRAN-1990,1990,4,2,1,1,1,1,3.1889998999999998,1,2.3,1.6,194.5,71.900002,107.5,1.398455,2.2,2.4702749,4.0481324,11.143075999999999,94312000,5.0172467,601
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,602
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,603
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,604
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,605
505,19,GOSTOR,1990,4,2,0,1,0,1,2.2820001,1,1.6,0.94999999,163.39999,66.699997,96.5,1.0898780000000001,3.0999999,3.4808419,2.8728681000000003,7.949502900000001,94312000,4.163014899999999,606
481,19,CVCAVA,1990,4,2,0,0,0,1,2.4649999,1,2.2,0.94999999,178.60001,66.0,101.2,1.1787601,2.5,2.8071306000000003,3.5623565000000004,5.797246,94312000,3.8539553,607
74,3,HDACCO,1990,4,2,0,1,0,1,2.7379999,0,2.2,1.25,184.8,67.900002,107.1,1.2547921,2.4000001,2.6948453999999997,3.7107879999999995,9.292272599999999,94312000,4.5653763,608
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,609
456,19,BKLESA,1990,6,2,1,1,1,1,3.234,1,3.8,1.65,196.5,72.400002,110.8,1.42266,1.8,2.0211341,4.9477177,12.352716000000001,94312000,5.102040799999999,610
572,23,YGGVPL,1990,4,2,0,0,0,1,1.87,0,1.3,0.67000002,139.0,60.700001,84.599998,0.84373003,2.8,3.1439862,3.1806755,3.3932669,94312000,3.5828876000000003,611
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,612
69,3,ACINTE,1990,4,2,0,1,0,1,2.549,0,1.8,1.3,172.89999,67.400002,100.4,1.165346,2.0999999,2.3579898,4.2409004999999995,9.1430769,94312000,5.100039,613
18,1,TYCRES,1990,6,4,1,1,1,0,3.4170001000000005,0,3.0,1.9,189.60001,67.300003,105.5,1.2760081,1.9,2.1334193,4.6873112,16.448355,94312000,5.5604329,614
472,19,CDDEVI,1990,8,2,1,1,1,1,3.4660001000000005,1,4.5,1.8,202.7,71.699997,110.8,1.4533589,1.6,1.7965636000000003,5.5661821,20.627392,94312000,5.193306400000001,615
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,616
61,2,INQ45,1990,8,4,1,1,1,0,3.95,0,4.5,2.78,199.8,71.900002,113.2,1.4365621000000002,1.6,1.7965636000000003,5.5661821,29.074219,94312000,7.037974799999999,617
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,618
31,1,TYTERC,1990,4,2,0,0,0,1,2.02,0,1.5,0.77999997,166.7,64.0,93.699997,1.0668799999999998,3.0999999,3.4808419,2.8728681000000003,4.9640403,94312000,3.8613861000000003,619
390,18,FDESCO,1990,4,2,0,0,0,1,2.2420001,1,1.9,0.89999998,169.39999,65.900002,94.199997,1.1163459999999998,3.2,3.5931273,2.7830911,5.6633515,94312000,4.014273200000001,620
258,12,PS944,1990,4,2,0,1,1,0,2.9979999,0,3.0,2.0799999,168.89999,68.300003,94.5,1.1535870000000001,2.5999999,2.919416,3.4253426,32.058151,94312000,6.9379587,621
26,1,TYMR2,1990,4,2,0,0,0,0,2.5989999999999998,0,2.2,1.3,164.2,66.900002,94.5,1.098498,2.4000001,2.6948453999999997,3.7107879999999995,11.398624,94312000,5.001924,622
258,12,PS944,1990,4,2,0,1,1,0,2.9979999,0,3.0,2.0799999,168.89999,68.300003,94.5,1.1535870000000001,2.5999999,2.919416,3.4253426,32.058151,94312000,6.9379587,623
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,624
566,21,HYEXCE,1990,4,2,0,0,0,1,2.04,0,1.5,0.81,161.39999,63.200001,93.900002,1.020048,2.9000001,3.2562716,3.070997,4.513389599999999,94312000,3.9705882000000003,625
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,626
480,19,CVCAPR,1990,8,4,1,1,1,0,3.803,1,5.0,1.7,212.2,75.400002,115.9,1.599988,1.9,2.1334193,4.6873112,11.113236,94312000,4.470155200000001,627
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,628
258,12,PS944,1990,4,2,0,1,1,0,2.9979999,0,3.0,2.0799999,168.89999,68.300003,94.5,1.1535870000000001,2.5999999,2.919416,3.4253426,32.058151,94312000,6.9379587,629
30,1,TYSUPR,1990,6,2,0,1,1,0,3.4630001000000004,0,3.0,2.0,181.89999,68.699997,102.2,1.2496528999999998,1.8,2.0211341,4.9477177,17.490437,94312000,5.775339099999999,630
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,631
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,632
150,7,VWFOX,1990,4,2,0,0,0,1,2.1719999,0,1.8,0.81,163.39999,63.0,92.800003,1.02942,2.5,2.8071306000000003,3.5623565000000004,5.5279269,94312000,3.7292817000000005,633
258,12,PS944,1990,4,2,0,1,1,0,2.9979999,0,3.0,2.0799999,168.89999,68.300003,94.5,1.1535870000000001,2.5999999,2.919416,3.4253426,32.058151,94312000,6.9379587,634
450,19,BKCENT,1990,4,2,1,1,1,1,2.839,1,2.5,1.1,189.10001,69.400002,104.8,1.3123541,2.3,2.5825603,3.8721267999999998,10.137721,94312000,3.8746037,635
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,636
88,4,MZMX5M,1990,4,2,0,0,0,0,2.1819999,0,1.6,1.16,155.39999,65.900002,89.199997,1.024086,2.5,2.8071306000000003,3.5623565000000004,10.558530000000001,94312000,5.3162236,637
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,638
392,18,FDFEST,1990,4,2,0,0,0,1,1.785,1,1.3,0.63,140.5,63.200001,90.199997,0.88796002,3.5,3.9299828999999997,2.5445404,4.8347359,94312000,3.5294117999999997,639
571,22,JGXJS,1990,8,2,1,1,1,0,4.014999899999999,0,5.3000002,2.6199999,191.7,70.599998,102.0,1.3534019,1.7,1.9088488999999997,5.2387595000000005,36.725322999999996,94312000,6.5255294,640
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,641
505,19,GOSTOR,1990,4,2,0,1,0,1,2.2820001,1,1.6,0.94999999,163.39999,66.699997,96.5,1.0898780000000001,3.0999999,3.4808419,2.8728681000000003,7.949502900000001,94312000,4.163014899999999,642
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,643
67,2,NISENT,1990,4,2,0,0,0,1,2.3039999,0,1.6,0.89999998,166.5,65.599998,95.699997,1.0922399999999999,2.9000001,3.2562716,3.070997,5.6610556,94312000,3.90625,644
64,2,NI300Z,1990,6,2,0,1,1,0,3.2190001,0,3.0,2.22,169.5,70.5,96.5,1.194975,1.8,2.0211341,4.9477177,21.346598,94312000,6.8965516000000004,645
226,10,MTMIRA,1990,4,2,0,0,0,1,2.2049999,0,1.5,0.81,158.7,65.699997,93.900002,1.0426589,3.0999999,3.4808419,2.8728681000000003,5.3014541,94312000,3.6734693,646
390,18,FDESCO,1990,4,2,0,0,0,1,2.2420001,1,1.9,0.89999998,169.39999,65.900002,94.199997,1.1163459999999998,3.2,3.5931273,2.7830911,5.6633515,94312000,4.014273200000001,647
82,4,MZ323,1990,4,2,0,0,0,1,2.2379999,0,1.6,0.81999999,163.60001,65.699997,96.5,1.0748520000000001,2.9000001,3.2562716,3.070997,5.0489669,94312000,3.6639857000000005,648
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,649
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,650
258,12,PS944,1990,4,2,0,1,1,0,2.9979999,0,3.0,2.0799999,168.89999,68.300003,94.5,1.1535870000000001,2.5999999,2.919416,3.4253426,32.058151,94312000,6.9379587,651
514,19,ODCTLS,1990,4,2,0,1,0,1,2.5179999,1,2.5,1.1,178.8,66.599998,103.4,1.1908079,2.2,2.4702749,4.0481324,7.6472845000000005,94312000,4.3685465,652
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,653
61,2,INQ45,1990,8,4,1,1,1,0,3.95,0,4.5,2.78,199.8,71.900002,113.2,1.4365621000000002,1.6,1.7965636000000003,5.5661821,29.074219,94312000,7.037974799999999,654
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,655
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,656
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,657
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,658
168,8,BW325I,1990,6,2,0,1,1,0,2.8099998999999998,0,2.5,1.6799998999999999,170.3,64.800003,101.2,1.1035441000000001,1.8,2.0211341,4.9477177,18.859985,94312000,5.9786477,659
266,13,ISIMPU,1990,4,2,0,1,0,1,2.411,0,1.6,1.3,166.0,66.699997,96.5,1.1072198999999998,2.5999999,2.919416,3.4253426,9.180566800000001,94312000,5.3919535000000005,660
516,19,ODCTLS-1990-1990,1990,4,2,0,1,1,1,3.1329999,1,2.3,1.8,192.3,71.0,107.5,1.36533,2.2,2.4702749,4.0481324,11.090282,94312000,5.7452922,661
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,662
64,2,NI300Z,1990,6,2,0,1,1,0,3.2190001,0,3.0,2.22,169.5,70.5,96.5,1.194975,1.8,2.0211341,4.9477177,21.346598,94312000,6.8965516000000004,663
137,7,AD80SE,1990,4,4,0,1,1,1,2.612,0,2.0,1.08,176.3,66.699997,100.2,1.175921,2.2,2.4702749,4.0481324,14.460597,94312000,4.1347628,664
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,665
82,4,MZ323,1990,4,2,0,0,0,1,2.2379999,0,1.6,0.81999999,163.60001,65.699997,96.5,1.0748520000000001,2.9000001,3.2562716,3.070997,5.0489669,94312000,3.6639857000000005,666
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,667
503,19,GOMETR,1990,4,2,0,0,0,1,1.62,1,1.0,0.55000001,146.10001,62.0,89.199997,0.90582001,4.5999999,5.1651206,1.9360633999999999,4.5868402,94312000,3.3950617,668
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,669
390,18,FDESCO,1990,4,2,0,0,0,1,2.2420001,1,1.9,0.89999998,169.39999,65.900002,94.199997,1.1163459999999998,3.2,3.5931273,2.7830911,5.6633515,94312000,4.014273200000001,670
226,10,MTMIRA,1990,4,2,0,0,0,1,2.2049999,0,1.5,0.81,158.7,65.699997,93.900002,1.0426589,3.0999999,3.4808419,2.8728681000000003,5.3014541,94312000,3.6734693,671
549,19,PTLEMA,1990,4,2,0,0,0,1,2.1359999,1,1.6,0.74000001,163.7,65.5,99.199997,1.072235,2.9000001,3.2562716,3.070997,5.5501151,94312000,3.4644193999999997,672
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,673
390,18,FDESCO,1990,4,2,0,0,0,1,2.2420001,1,1.9,0.89999998,169.39999,65.900002,94.199997,1.1163459999999998,3.2,3.5931273,2.7830911,5.6633515,94312000,4.014273200000001,674
88,4,MZMX5M,1990,4,2,0,0,0,0,2.1819999,0,1.6,1.16,155.39999,65.900002,89.199997,1.024086,2.5,2.8071306000000003,3.5623565000000004,10.558530000000001,94312000,5.3162236,675
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,676
61,2,INQ45,1990,8,4,1,1,1,0,3.95,0,4.5,2.78,199.8,71.900002,113.2,1.4365621000000002,1.6,1.7965636000000003,5.5661821,29.074219,94312000,7.037974799999999,677
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,678
245,12,PS911C,1990,6,2,0,1,1,0,3.0309999,0,3.5999999,2.47,168.3,65.0,89.400002,1.09395,2.4000001,2.6948453999999997,3.7107879999999995,44.758995,94312000,8.1491261,679
26,1,TYMR2,1990,4,2,0,0,0,0,2.5989999999999998,0,2.2,1.3,164.2,66.900002,94.5,1.098498,2.4000001,2.6948453999999997,3.7107879999999995,11.398624,94312000,5.001924,680
226,10,MTMIRA,1990,4,2,0,0,0,1,2.2049999,0,1.5,0.81,158.7,65.699997,93.900002,1.0426589,3.0999999,3.4808419,2.8728681000000003,5.3014541,94312000,3.6734693,681
488,19,CVCORV,1990,8,2,1,1,1,0,3.2550001,1,5.6999998,2.45,176.5,71.0,96.199997,1.25315,1.6,1.7965636000000003,5.5661821,24.467484,94312000,7.5268817,682
88,4,MZMX5M,1990,4,2,0,0,0,0,2.1819999,0,1.6,1.16,155.39999,65.900002,89.199997,1.024086,2.5,2.8071306000000003,3.5623565000000004,10.558530000000001,94312000,5.3162236,683
